ad_id,ad_conv_rate
1,0.003898635477582846
2,0.006316812439261419
3,0.006513026052104208
4,0.005873715124816446
5,0.005486284289276808
6,0.004791566842357451
7,0.004058853373921867
8,0.004457652303120356
9,0.004440059200789344
10,0.004965243296921549
11,0.004448838358872961
12,0.005136106831022085
13,0.007928642220019821
14,0.006986027944111776
15,0.0051440329218107
16,0.004098360655737705
17,0.003510531594784353
18,0.004563894523326572
19,0.004547751389590703
20,0.004022121669180492
21,0.0035140562248995983
22,0.0062923523717328175
23,0.004515805318615153
24,0.006753246753246753
25,0.0069617105917454
26,0.002531645569620253
27,0.0029411764705882353
28,0.005094243504839531
29,0.008598887202832575
30,0.004552352048558422
31,0.007656967840735069
32,0.0029806259314456036
33,0.0040650406504065045
34,0.005045408678102927
35,0.0024975024975024975
36,0.006057546693589096
37,0.005583756345177665
38,0.006852667645619187
39,0.007268951194184839
40,0.006036217303822937
41,0.00493339911198816
42,0.00404244567963618
43,0.005580923389142567
44,0.004020100502512563
45,0.005925925925925926
46,0.0071979434447300775
47,0.00655241935483871
48,0.004030226700251889
49,0.005946481665014866
50,0.0038517091959557053
51,0.006809338521400778
52,0.003972194637537239
53,0.007356547327121138
54,0.0025367833587011668
55,0.004887585532746823
56,0.00842418235877106
57,0.004887585532746823
58,0.003956478733926805
59,0.00751503006012024
60,0.006934125804853888
61,0.007000538502961767
62,0.005997001499250375
63,0.006588950836289914
64,0.006363191385217817
65,0.00493339911198816
66,0.007173601147776184
67,0.005964214711729622
68,0.007625826131164209
69,0.0054753608760577405
70,0.005208333333333333
71,0.004018081366147665
72,0.0009915716410510659
73,0.0056093829678735335
74,0.003560528992878942
75,0.005552751135790005
76,0.006582278481012658
77,0.006636038795303726
78,0.0065756196256954984
79,0.007433102081268583
80,0.0004975124378109452
81,0.005243838489774515
82,0.006642820643842616
83,0.005109862033725089
84,0.004012036108324975
85,0.006329113924050633
86,0.0035952747817154596
87,0.006975585450921774
88,0.004596527068437181
89,0.0030441400304414
90,0.004030226700251889
91,0.0054107230693556324
92,0.003019627579265224
93,0.0062923523717328175
94,0.007808433107756377
95,0.0015082956259426848
96,0.005552751135790005
97,0.004665629860031105
98,0.0056323604710701485
99,0.0035140562248995983
100,0.00399002493765586
101,0.0057251908396946565
102,0.0052606408417025345
103,0.005394801373222168
104,0.004339440694310511
105,0.00533462657613967
106,0.005850804485616773
107,0.0035317860746720484
108,0.004024144869215292
109,0.00404244567963618
110,0.0058997050147492625
111,0.004634397528321318
112,0.003453379378391712
113,0.002534211860111505
114,0.006458022851465474
115,0.0020060180541624875
116,0.00249003984063745
117,0.003528225806451613
118,0.005
119,0.006033182503770739
120,0.006496751624187906
121,0.006372549019607843
122,0.008420009905894007
123,0.005914243469689502
124,0.004807692307692308
125,0.003355704697986577
126,0.007522567703109328
127,0.0035623409669211198
128,0.004032258064516129
129,0.006246746486205101
130,0.0030816640986132513
131,0.004008016032064128
132,0.0051813471502590676
133,0.006082108464267613
134,0.0039196472317491425
135,0.004130098089829634
136,0.006545820745216516
137,0.005655526992287918
138,0.004522613065326633
139,0.005400098183603338
140,0.00430828147438966
141,0.0044291338582677165
142,0.003045685279187817
143,0.0041279669762641896
144,0.002564102564102564
145,0.002031488065007618
146,0.00448654037886341
147,0.0056410256410256415
148,0.006842619745845552
149,0.005958291956305859
150,0.006470881035340966
151,0.005896805896805897
152,0.004026170105686965
153,0.0036194415718717684
154,0.009018036072144289
155,0.004008016032064128
156,0.006036217303822937
157,0.004062976130015236
158,0.00499001996007984
159,0.003877847794474067
160,0.0035551041137633316
161,0.006625891946992864
162,0.003494757863205192
163,0.0035478966041561076
164,0.0063321967851924016
165,0.005025125628140704
166,0.003564154786150713
167,0.004067107269954245
168,0.004431314623338257
169,0.004906771344455349
170,0.00407955124936257
171,0.005533199195171026
172,0.006094464195022855
173,0.004833252779120348
174,0.007720020586721565
175,0.004020100502512563
176,0.004866180048661801
177,0.003015075376884422
178,0.005360623781676413
179,0.008032128514056224
180,0.00876765708718948
181,0.0030257186081694403
182,0.0025
183,0.0029615004935834156
184,0.005060728744939271
185,0.0034482758620689655
186,0.006205250596658711
187,0.006697578567748583
188,0.003431372549019608
189,0.008853910477127398
190,0.00813421453990849
191,0.002957121734844751
192,0.004269449715370019
193,0.0050916496945010185
194,0.004398826979472141
195,0.0038948393378773127
196,0.00249500998003992
197,0.006467661691542288
198,0.007128309572301426
199,0.004540867810292634
200,0.006663249615581753
